restaurant_id,name,category,style,latitude,longitude,suburb,price_range_AUD,dine_in,google_rating,uber_rating,platforms,opening_hours
R004346,Hidden Bistro,Japanese,Family,-33.88817389,151.21238388,SURRY HILLS,15,yes,3.8,3.9,"Deliveroo,DoorDash,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004347,Sizzle Spoon,Vietnamese,Casual,-33.90967595,151.17618666,ST PETERS,32,no,3.8,3.9,"DoorDash,Deliveroo",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004348,Urban Nook,Korean,Bar,-33.89270442,151.20484362,REDFERN,19,yes,3.7,3.0,"DoorDash,UberEats,Deliveroo",Mon-Sun 10:00-22:00
R004349,Salted Grill,Vietnamese,Bar,-33.90927953,151.1747764,ST PETERS,44,no,4.5,4.0,DoorDash,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004350,Salted Corner,Chinese,Takeaway,-33.90313791,151.19571056,ALEXANDRIA,40,yes,4.1,4.8,"UberEats,InHouse",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004351,Local Plate,Thai,Fusion,-33.91073115,151.17945811,ST PETERS,28,yes,3.6,3.8,"Menulog,InHouse,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004352,Spicy Nook,Italian,Casual,-33.868914,151.15924746,LILYFIELD,58,yes,4.5,4.0,"InHouse,Deliveroo,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004353,Lucky Bistro,Bar,Street Food,-33.89666062,151.17681607,NEWTOWN,38,yes,4.4,4.3,UberEats,Mon-Sun 07:00-21:00
R004354,Salted House,Italian,Family,-33.85823034,151.1771597,BALMAIN,48,no,4.7,3.8,"Deliveroo,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004355,Hidden Table,Modern Australian,Bar,-33.88476714,151.15508298,LEICHHARDT,24,yes,4.8,3.9,InHouse,Mon-Sun 10:00-22:00
R004356,Urban Plate,Italian,Cafe,-33.87840006,151.23507969,EDGECLIFF,36,yes,3.7,4.2,"Menulog,InHouse",Mon-Sun 07:00-21:00
R004357,Cozy Room,Seafood,Bar,-33.89573395,151.21121289,REDFERN,10,yes,4.6,4.0,"Menulog,UberEats",Mon-Sun 10:00-22:00
R004358,Sweet Bistro,Mediterranean,Family,-33.91996455,151.13790441,MARRICKVILLE,44,yes,4.3,4.1,"DoorDash,UberEats",Mon-Sun 10:00-22:00
R004359,Green Grill,Seafood,Cafe,-33.90799572,151.19693018,ALEXANDRIA,27,yes,4.3,3.1,"InHouse,Deliveroo",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004360,Sizzle Bistro,Indian,Takeaway,-33.88560783,151.18561428,CAMPERDOWN,35,yes,3.5,3.8,InHouse,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004361,Cozy Grill,Seafood,Takeaway,-33.91858945,151.17021951,ST PETERS,89,yes,4.1,3.6,"Deliveroo,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004362,Hidden Fork,Chinese,Takeaway,-33.85546855,151.18193557,BALMAIN,40,yes,4.4,4.4,"Menulog,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004363,Local Corner,Mediterranean,Casual,-33.93232939,151.23940316,RANDWICK,43,yes,4.8,3.9,Menulog,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004364,Red Bar,Bakery,Street Food,-33.88073286,151.24772996,DOUBLE BAY,60,no,3.5,3.2,"InHouse,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004365,Silver Corner,Vegetarian,Takeaway,-33.87699688,151.19448313,GLEBE,25,yes,4.1,3.9,UberEats,Mon-Sun 10:00-22:00
R004366,Spicy Cafe,Thai,Street Food,-33.93909005,151.19054516,MASCOT,21,no,3.9,4.0,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004367,Blue Kitchen,Korean,Fine Dining,-33.87016414,151.16192889,LILYFIELD,32,no,4.0,3.5,DoorDash,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004368,Cozy Spoon,Vegetarian,Family,-33.87171917,151.22325528,POTTS POINT,12,yes,4.3,3.4,Menulog,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004369,Urban Corner,Seafood,Family,-33.93555842,151.16466677,MASCOT,21,yes,4.3,3.4,"DoorDash,Menulog",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004370,Royal Bistro,Mexican,Bar,-33.86076289,151.16451701,ROZELLE,13,no,4.3,4.5,Deliveroo,Mon-Sun 07:00-21:00
R004371,Blue Table,Italian,Street Food,-33.9167934,151.17078428,SYDENHAM,13,yes,4.8,4.1,"InHouse,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004372,Sweet Kitchen,Chinese,Bar,-33.94863861,151.17951939,MASCOT,39,yes,5.0,3.9,"InHouse,UberEats",Mon-Sun 10:00-22:00
R004373,Silver Corner,Vegetarian,Street Food,-33.92600957,151.21382474,EASTLAKES,45,yes,5.0,3.9,DoorDash,Mon-Sun 07:00-21:00
R004374,Red Room,Seafood,Fine Dining,-33.8541998,151.20669696,DAWES POINT,55,no,4.3,4.0,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004375,Hidden Spoon,Indian,Street Food,-33.92514377,151.21550218,EASTLAKES,30,yes,3.1,3.2,Deliveroo,Mon-Sun 07:00-21:00
R004376,Silver Plate,Modern Australian,Street Food,-33.89051617,151.24963968,WOOLLAHRA,75,no,4.4,5.0,"Deliveroo,DoorDash",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004377,Golden House,Japanese,Fusion,-33.91899606,151.20352658,ROSEBERY,12,yes,5.0,3.3,"DoorDash,InHouse",Mon-Sun 07:00-21:00
R004378,Sizzle Grill,Chinese,Fine Dining,-33.91156687,151.16580667,MARRICKVILLE,30,yes,4.7,4.2,Menulog,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004379,Spicy Table,Japanese,Street Food,-33.91368616,151.13989781,MARRICKVILLE,31,yes,5.0,2.8,"InHouse,Menulog",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004380,Red Bar,Seafood,Street Food,-33.93899548,151.18464351,MASCOT,20,yes,4.1,4.1,"InHouse,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004381,Salted Fork,Japanese,Casual,-33.89950235,151.23858642,CENTENNIAL PARK,49,yes,4.5,3.8,"InHouse,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004382,Cozy Spoon,Fast Food,Fusion,-33.86711219,151.20571193,SYDNEY,43,yes,4.8,2.8,Menulog,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004383,Happy Bistro,Japanese,Casual,-33.89276244,151.17307055,CAMPERDOWN,17,no,4.6,4.2,"DoorDash,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004384,Sizzle Room,Thai,Cafe,-33.88767505,151.18184083,CAMPERDOWN,51,yes,4.2,3.7,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004385,Local Room,Seafood,Family,-33.90103529,151.18084842,NEWTOWN,34,yes,3.9,4.6,"Deliveroo,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004386,Cozy Bistro,Vietnamese,Bar,-33.86878406,151.21093629,SYDNEY,27,no,3.6,3.6,UberEats,Mon-Sun 10:00-22:00
R004387,Golden Nook,Japanese,Fine Dining,-33.86561472,151.20450945,SYDNEY,42,yes,4.8,3.3,"InHouse,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004388,Lucky Spoon,Fast Food,Casual,-33.91080363,151.2108528,ZETLAND,52,yes,4.0,4.6,Menulog,Mon-Sun 10:00-22:00
R004389,Green Nook,Vietnamese,Takeaway,-33.91314396,151.16068602,MARRICKVILLE,19,yes,3.5,4.3,Menulog,Mon-Sun 07:00-21:00
R004390,Silver Plate,Bar,Casual,-33.87406444,151.17519921,ANNANDALE,36,no,4.3,4.3,InHouse,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004391,Royal Fork,Fast Food,Fine Dining,-33.91248126,151.18998384,ALEXANDRIA,76,yes,5.0,3.0,DoorDash,Mon-Sun 07:00-21:00
R004392,Green Room,Chinese,Cafe,-33.90842073,151.18332886,ALEXANDRIA,59,yes,4.8,3.1,DoorDash,Mon-Sun 07:00-21:00
R004393,Lucky Fork,Cafe,Fusion,-33.89901021,151.19885802,ALEXANDRIA,46,yes,4.6,3.7,Menulog,Mon-Sun 07:00-21:00
R004394,Happy Kitchen,Fast Food,Fusion,-33.92388348,151.15871852,TEMPE,58,no,4.1,3.7,"Deliveroo,Menulog,InHouse",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004395,Lucky Cafe,Bar,Fine Dining,-33.86870244,151.17689662,ROZELLE,31,yes,4.7,4.9,"DoorDash,Menulog,InHouse",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004396,Blue Cafe,Vegetarian,Street Food,-33.91023896,151.21592249,KENSINGTON,65,no,4.4,3.3,"Menulog,UberEats,DoorDash",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004397,Local Room,Bar,Casual,-33.87237323,151.23058566,ELIZABETH BAY,39,no,4.3,3.4,"DoorDash,Deliveroo",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004398,Royal Nook,Cafe,Takeaway,-33.86736898,151.16534282,LILYFIELD,16,yes,4.3,4.4,"UberEats,DoorDash,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004399,Hidden Bar,Seafood,Bar,-33.89198054,151.17149908,STANMORE,24,yes,4.6,3.6,"InHouse,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004400,Silver Room,Italian,Street Food,-33.89793733,151.1756691,NEWTOWN,37,yes,4.7,4.4,"InHouse,Menulog",Mon-Sun 07:00-21:00
R004401,Sweet Corner,Seafood,Street Food,-33.93305711,151.19061584,MASCOT,34,no,3.5,4.2,Menulog,Mon-Sun 10:00-22:00
R004402,Sizzle Room,Italian,Bar,-33.90703721,151.19227757,ALEXANDRIA,26,yes,4.6,3.4,UberEats,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004403,Green Fork,Modern Australian,Fusion,-33.87086726,151.21203174,SYDNEY,48,yes,4.0,3.0,"DoorDash,InHouse",Mon-Sun 07:00-21:00
R004404,Happy Nook,Bakery,Street Food,-33.86904973,151.1554511,LILYFIELD,39,yes,3.0,4.6,UberEats,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004405,Royal House,Seafood,Cafe,-33.9156386,151.16905999,SYDENHAM,17,yes,3.7,3.4,Deliveroo,Mon-Sun 10:00-22:00
R004406,Golden Room,Thai,Takeaway,-33.92163104,151.23085844,KINGSFORD,54,no,4.0,4.7,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004407,Spicy Bistro,Korean,Family,-33.95284717,151.17799131,MASCOT,8,yes,4.9,4.4,Menulog,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004408,Lucky Table,Mediterranean,Fine Dining,-33.91932937,151.24220174,RANDWICK,15,yes,4.3,4.5,"Menulog,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004409,Sweet House,Fast Food,Casual,-33.91985186,151.18250679,MASCOT,60,no,4.7,4.4,DoorDash,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004410,Hidden Eatery,Modern Australian,Cafe,-33.92225017,151.15770444,TEMPE,44,yes,4.8,4.6,"InHouse,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004411,Royal Bistro,Mexican,Family,-33.92369853,151.2315513,KINGSFORD,22,yes,4.3,3.3,"Deliveroo,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004412,Cozy Spoon,Indian,Takeaway,-33.91756632,151.18982053,ALEXANDRIA,56,yes,4.4,3.0,DoorDash,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004413,Blue Kitchen,Seafood,Family,-33.88987665,151.16104734,STANMORE,45,yes,4.3,3.1,UberEats,Mon-Sun 07:00-21:00
R004414,Happy Bistro,Chinese,Fine Dining,-33.88391843,151.24171277,WOOLLAHRA,54,no,4.6,4.0,"DoorDash,Menulog",Mon-Sun 07:00-21:00
R004415,Salted Kitchen,Mediterranean,Takeaway,-33.93289701,151.21768779,EASTLAKES,55,yes,5.0,4.1,"Menulog,DoorDash",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004416,Local Spoon,Indian,Takeaway,-33.8665197,151.22865668,POTTS POINT,9,yes,4.2,5.0,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004417,Local Table,Chinese,Fusion,-33.9246136,151.1550347,MARRICKVILLE,18,yes,5.0,4.1,UberEats,Mon-Sun 10:00-22:00
R004418,Spicy Room,Cafe,Fusion,-33.8613089,151.16651881,ROZELLE,60,yes,5.0,4.7,"Deliveroo,Menulog",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004419,Red Nook,Fast Food,Casual,-33.87342942,151.16921405,LILYFIELD,44,yes,4.4,5.0,UberEats,Mon-Sun 10:00-22:00
R004420,Hidden Eatery,Modern Australian,Bar,-33.87740852,151.24265921,DOUBLE BAY,33,yes,3.2,2.3,"InHouse,Menulog,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004421,Green Cafe,Vegetarian,Takeaway,-33.89375688,151.16773366,STANMORE,49,no,4.1,4.7,InHouse,Mon-Sun 10:00-22:00
R004422,Red Kitchen,Indian,Casual,-33.85885242,151.17388347,BALMAIN,10,yes,3.6,4.5,UberEats,Mon-Sun 10:00-22:00
R004423,Green Spoon,Indian,Casual,-33.92734774,151.15902698,TEMPE,27,no,3.9,3.1,"Menulog,DoorDash",Mon-Sun 07:00-21:00
R004424,Cozy Plate,Chinese,Family,-33.8703579,151.1670099,LILYFIELD,19,no,4.6,4.2,UberEats,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004425,Green Eatery,Bar,Street Food,-33.90857038,151.17233965,MARRICKVILLE,10,yes,3.7,3.3,"Menulog,DoorDash",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004426,Red Corner,Mexican,Bar,-33.94302449,151.16684922,MASCOT,19,yes,3.9,3.3,"InHouse,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004427,Golden Corner,Fast Food,Cafe,-33.87222849,151.16391311,LILYFIELD,37,yes,4.9,4.4,"DoorDash,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004428,Royal Table,Bar,Fusion,-33.89808361,151.21013264,WATERLOO,52,yes,3.7,4.1,DoorDash,Mon-Sun 07:00-21:00
R004429,Salted House,Vegetarian,Cafe,-33.89759227,151.2314024,CENTENNIAL PARK,35,yes,4.5,4.4,"DoorDash,Menulog",Mon-Sun 07:00-21:00
R004430,Hidden Grill,Japanese,Fine Dining,-33.89487334,151.1628485,STANMORE,37,yes,3.8,4.2,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004431,Cozy Bar,Mexican,Bar,-33.87696596,151.19675946,ULTIMO,57,yes,4.9,3.7,"Menulog,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004432,Spicy Bistro,Mexican,Fine Dining,-33.91267018,151.16093382,MARRICKVILLE,13,yes,4.6,3.8,"InHouse,UberEats",Mon-Sun 10:00-22:00
R004433,Silver Bar,Italian,Takeaway,-33.86737053,151.18430837,ROZELLE,44,yes,4.3,4.2,Deliveroo,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004434,Local Table,Vegetarian,Fusion,-33.87224642,151.22895068,ELIZABETH BAY,28,yes,5.0,4.7,"DoorDash,Deliveroo",Mon-Sun 10:00-22:00
R004435,Green Bistro,Indian,Takeaway,-33.86371516,151.16643669,ROZELLE,48,yes,3.9,3.7,Deliveroo,Mon-Sun 10:00-22:00
R004436,Green Bistro,Japanese,Bar,-33.9534236,151.18095673,MASCOT,78,yes,3.8,4.1,"Deliveroo,UberEats",Mon-Sun 07:00-21:00
R004437,Cozy Kitchen,Mediterranean,Bar,-33.85744782,151.21513364,SYDNEY,27,no,4.5,3.0,UberEats,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004438,Blue Bar,Korean,Cafe,-33.86570439,151.18271838,ROZELLE,12,yes,4.6,4.3,"InHouse,UberEats",Mon-Sun 07:00-21:00
R004439,Happy Bistro,Chinese,Family,-33.85853445,151.18641384,BALMAIN,15,no,3.3,4.9,"Menulog,Deliveroo",Mon-Sun 10:00-22:00
R004440,Urban Kitchen,Chinese,Takeaway,-33.8946845,151.24572931,BONDI JUNCTION,34,yes,4.2,3.6,DoorDash,Mon-Sun 07:00-21:00
R004441,Salted Corner,Vietnamese,Takeaway,-33.88949903,151.19553322,DARLINGTON,25,yes,3.9,4.0,UberEats,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004442,Sweet Kitchen,Bakery,Cafe,-33.90899695,151.25152592,RANDWICK,24,yes,5.0,3.0,"DoorDash,Menulog",Mon-Sun 07:00-21:00
R004443,Sweet Fork,Thai,Fusion,-33.87656121,151.23993782,DOUBLE BAY,36,no,5.0,4.0,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004444,Spicy Fork,Japanese,Takeaway,-33.89414009,151.23073825,CENTENNIAL PARK,59,yes,4.9,4.5,"DoorDash,UberEats",Mon-Sun 10:00-22:00
R004445,Happy Bistro,Seafood,Street Food,-33.91238851,151.19484977,ALEXANDRIA,57,yes,4.5,4.7,"UberEats,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004446,Lucky Corner,Cafe,Takeaway,-33.89650367,151.17770478,NEWTOWN,22,yes,4.2,3.9,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004447,Blue Plate,Mediterranean,Street Food,-33.91108318,151.14617226,MARRICKVILLE,28,yes,4.5,3.5,"Deliveroo,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004448,Red Bistro,Chinese,Fine Dining,-33.88250789,151.16924859,ANNANDALE,50,yes,5.0,3.8,UberEats,Mon-Sun 07:00-21:00
R004449,Green Eatery,Mexican,Casual,-33.8463941,151.20334964,MCMAHONS POINT,8,yes,4.2,4.0,Menulog,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004450,Lucky Corner,Bakery,Fine Dining,-33.93550717,151.16999991,MASCOT,62,yes,3.9,2.7,"Deliveroo,Menulog,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004451,Hidden Spoon,Fast Food,Street Food,-33.87738107,151.20446956,SYDNEY,43,yes,4.7,4.8,UberEats,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004452,Spicy Table,Bakery,Family,-33.88259525,151.17555848,ANNANDALE,34,yes,4.3,4.3,DoorDash,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004453,Cozy Room,Vietnamese,Street Food,-33.88340864,151.14831694,LEICHHARDT,20,yes,3.8,3.9,"UberEats,Menulog,Deliveroo",Mon-Sun 10:00-22:00
R004454,Blue Grill,Bakery,Street Food,-33.87794432,151.16368616,LEICHHARDT,43,yes,4.1,4.2,"InHouse,Deliveroo,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004455,Hidden Cafe,Mexican,Bar,-33.90482039,151.151485,MARRICKVILLE,10,no,5.0,4.8,"DoorDash,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004456,Cozy Room,Mexican,Casual,-33.9354927,151.18926529,MASCOT,60,yes,4.0,3.6,Deliveroo,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004457,Green Corner,Vietnamese,Takeaway,-33.8802379,151.22471291,PADDINGTON,46,yes,3.5,4.1,"InHouse,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004458,Golden Fork,Indian,Takeaway,-33.84702896,151.21697826,KIRRIBILLI,30,no,4.1,3.2,"Deliveroo,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004459,Hidden Eatery,Cafe,Takeaway,-33.92441688,151.20025115,ROSEBERY,58,yes,4.5,3.4,"InHouse,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004460,Happy Kitchen,Modern Australian,Street Food,-33.88217581,151.15356998,LEICHHARDT,23,yes,4.1,4.7,"DoorDash,UberEats",Mon-Sun 10:00-22:00
R004461,Urban Eatery,Thai,Takeaway,-33.84871663,151.21622103,KIRRIBILLI,42,yes,4.1,3.3,UberEats,Mon-Sun 10:00-22:00
R004462,Golden Corner,Japanese,Family,-33.91990261,151.20580487,ROSEBERY,69,no,4.6,4.8,"DoorDash,Menulog",Mon-Sun 10:00-22:00
R004463,Golden Fork,Italian,Family,-33.90811647,151.22418318,KENSINGTON,30,yes,4.3,4.0,"DoorDash,Menulog",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004464,Red Kitchen,Mexican,Casual,-33.87509985,151.22834658,RUSHCUTTERS BAY,42,yes,4.2,4.7,InHouse,Mon-Sun 10:00-22:00
R004465,Silver Corner,Chinese,Street Food,-33.91393518,151.18070925,ST PETERS,41,yes,3.8,3.1,"Deliveroo,InHouse",Mon-Sun 07:00-21:00
R004466,Red Plate,Italian,Casual,-33.86985455,151.16731078,LILYFIELD,72,yes,4.4,4.1,"InHouse,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004467,Happy Cafe,Korean,Family,-33.87000995,151.20724928,SYDNEY,48,yes,4.2,4.5,"Deliveroo,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004468,Green Cafe,Indian,Fine Dining,-33.92764414,151.21207926,EASTLAKES,45,no,3.9,4.2,"InHouse,Deliveroo",Mon-Sun 10:00-22:00
R004469,Hidden Corner,Japanese,Takeaway,-33.88050597,151.200422,ULTIMO,26,no,4.3,3.9,UberEats,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004470,Spicy Eatery,Seafood,Bar,-33.87838556,151.196998,ULTIMO,59,yes,4.5,4.2,"Deliveroo,DoorDash,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004471,Salted Cafe,Mediterranean,Takeaway,-33.848607,151.21546064,KIRRIBILLI,22,no,3.8,4.2,"DoorDash,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004472,Hidden Nook,Cafe,Takeaway,-33.9198415,151.22320394,KENSINGTON,44,yes,4.3,3.7,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004473,Silver Spoon,Cafe,Casual,-33.91873796,151.24765853,RANDWICK,19,yes,3.9,3.7,"DoorDash,Menulog",Mon-Sun 07:00-21:00
R004474,Blue Deli,Fast Food,Fine Dining,-33.88540119,151.19853288,CHIPPENDALE,57,no,4.5,4.8,Deliveroo,Mon-Sun 07:00-21:00
R004475,Cozy Bar,Vietnamese,Fine Dining,-33.89316925,151.21626379,REDFERN,69,no,4.4,3.1,"Deliveroo,Menulog",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004476,Blue Bar,Italian,Bar,-33.89037541,151.18500193,CAMPERDOWN,19,yes,4.3,3.7,"Deliveroo,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004477,Green Corner,Italian,Fusion,-33.88013533,151.22632643,PADDINGTON,55,no,4.2,4.9,"InHouse,Menulog,UberEats",Mon-Sun 10:00-22:00
R004478,Cozy Spoon,Cafe,Fusion,-33.89847889,151.23241434,CENTENNIAL PARK,24,yes,4.5,3.8,"UberEats,Deliveroo,Menulog",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004479,Red Bistro,Mexican,Street Food,-33.93247433,151.19620982,MASCOT,45,yes,3.7,3.6,"Menulog,UberEats",Mon-Sun 10:00-22:00
R004480,Red Grill,Thai,Casual,-33.87274058,151.22084698,WOOLLOOMOOLOO,27,no,4.1,5.0,UberEats,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004481,Red Nook,Modern Australian,Street Food,-33.90133481,151.15014272,MARRICKVILLE,46,yes,4.6,4.6,InHouse,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004482,Sizzle Grill,Korean,Bar,-33.86312823,151.22052799,SYDNEY,36,no,4.1,5.0,"Menulog,UberEats",Mon-Sun 07:00-21:00
R004483,Urban Deli,Seafood,Family,-33.86431078,151.17814854,ROZELLE,46,yes,3.2,3.1,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R004484,Hidden House,Cafe,Takeaway,-33.89019007,151.25839666,BONDI JUNCTION,54,yes,3.6,2.9,"InHouse,DoorDash",Mon-Sun 10:00-22:00
R004485,Golden Room,Fast Food,Street Food,-33.88054883,151.19648238,ULTIMO,29,yes,4.8,4.0,InHouse,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004486,Local Table,Fast Food,Cafe,-33.933561,151.23571321,KINGSFORD,50,no,4.5,2.2,"DoorDash,InHouse",Mon-Sun 07:00-21:00
R004487,Sizzle Garden,Seafood,Takeaway,-33.90885639,151.24019528,RANDWICK,13,yes,4.3,4.5,UberEats,Mon-Sun 10:00-22:00
R004488,Salted Spoon,Seafood,Fusion,-33.90326911,151.23153019,CENTENNIAL PARK,13,yes,3.6,4.1,"UberEats,InHouse",Mon-Sun 07:00-21:00
R004489,Green Corner,Bakery,Fine Dining,-33.91881043,151.18093589,ST PETERS,39,no,4.7,3.5,"UberEats,DoorDash",Mon-Sun 07:00-21:00
R004490,Lucky Garden,Vegetarian,Casual,-33.90305575,151.16998316,MARRICKVILLE,32,yes,3.9,3.6,DoorDash,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R004491,Salted Corner,Cafe,Family,-33.89269115,151.22722866,MOORE PARK,33,yes,3.7,3.4,UberEats,Mon-Sun 10:00-22:00
R004492,Salted Nook,Korean,Bar,-33.90423208,151.17994948,NEWTOWN,70,yes,3.8,4.4,"Deliveroo,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R004493,Silver Cafe,Thai,Fusion,-33.87457153,151.21645252,DARLINGHURST,37,yes,4.5,4.8,"DoorDash,UberEats,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
